filename,variable,group_id,mean,se,sd,n,error_type,plot_type
2733_Campbell2008_beetle_abundance,D. terebrans,FI1_PD1_TP4,1147.3,121.9,na,3,se,table
2733_Campbell2008_beetle_abundance,H. tenuis,FI1_PD1_TP4,94.7,45.2,na,3,se,table
2733_Campbell2008_beetle_abundance,H. salebrosus,FI1_PD1_TP4,28.3,8,na,3,se,table
2733_Campbell2008_beetle_abundance,I. grandicollis,FI1_PD1_TP4,165.3,69.3,na,3,se,table
2733_Campbell2008_beetle_abundance,X. saxeseni,FI1_PD1_TP4,182,37.4,na,3,se,table
2733_Campbell2008_beetle_abundance,Xyleborus sp. 3,FI1_PD1_TP4,254,75.4,na,3,se,table
2733_Campbell2008_beetle_abundance,X. crassiusculus,FI1_PD1_TP4,40,8.7,na,3,se,table
2733_Campbell2008_beetle_abundance, Elateridae,FI1_PD1_TP4,367.7,33.3,na,3,se,table
2733_Campbell2008_beetle_abundance, Trogositidae,FI1_PD1_TP4,23.3,6.1,na,3,se,table
2733_Campbell2008_beetle_abundance,T. virescens,FI1_PD1_TP4,19.3,6.7,na,3,se,table
2733_Campbell2008_beetle_abundance, Buprestidae,FI0_PD1_TP4,0.3,0.3,na,3,se,table
2733_Campbell2008_beetle_abundance, Cerambycidae,FI0_PD1_TP4,22.7,7.4,na,3,se,table
2733_Campbell2008_beetle_abundance,A. nodosus,FI0_PD1_TP4,1.7,1.7,na,3,se,table
2733_Campbell2008_beetle_abundance,X. sagittatus,FI0_PD1_TP4,8.3,3.2,na,3,se,table
2733_Campbell2008_beetle_abundance, Cleridae,FI0_PD1_TP4,0,0,na,3,se,table
2733_Campbell2008_beetle_abundance, Colydidae,FI0_PD1_TP4,42.3,10.4,na,3,se,table
2733_Campbell2008_beetle_abundance, Curculionidae,FI0_PD1_TP4,69.7,7.1,na,3,se,table
2733_Campbell2008_beetle_abundance,H. pales,FI0_PD1_TP4,29,3.1,na,3,se,table
2733_Campbell2008_beetle_abundance,P. picivorus,FI0_PD1_TP4,36,11.4,na,3,se,table
2733_Campbell2008_beetle_abundance,  Scolytinae,FI0_PD1_TP4,52.7,12.2,na,3,se,table
2733_Campbell2008_beetle_abundance,D. terebrans,FI0_PD1_TP4,1069.3,183.8,na,3,se,table
2733_Campbell2008_beetle_abundance,H. tenuis,FI0_PD1_TP4,36,14.2,na,3,se,table
2733_Campbell2008_beetle_abundance,H. salebrosus,FI0_PD1_TP4,48.3,18.8,na,3,se,table
2733_Campbell2008_beetle_abundance,I. grandicollis,FI0_PD1_TP4,129,45.7,na,3,se,table
2733_Campbell2008_beetle_abundance,X. saxeseni,FI0_PD1_TP4,163,11,na,3,se,table
2733_Campbell2008_beetle_abundance,Xyleborus sp. 3,FI0_PD1_TP4,196.3,24.3,na,3,se,table
2733_Campbell2008_beetle_abundance,X. crassiusculus,FI0_PD1_TP4,49.3,11.1,na,3,se,table
2733_Campbell2008_beetle_abundance, Elateridae,FI0_PD1_TP4,432,93.5,na,3,se,table
2733_Campbell2008_beetle_abundance, Trogositidae,FI0_PD1_TP4,6.3,3.4,na,3,se,table
2733_Campbell2008_beetle_abundance,T. virescens,FI0_PD1_TP4,6,3.6,na,3,se,table
2733_Campbell2008_beetle_abundance, Buprestidae,FI1_PD0_TP4,2,0.6,na,3,se,table
2733_Campbell2008_beetle_abundance, Cerambycidae,FI1_PD0_TP4,32,5.5,na,3,se,table
2733_Campbell2008_beetle_abundance,A. nodosus,FI1_PD0_TP4,3.7,0.7,na,3,se,table
2733_Campbell2008_beetle_abundance,X. sagittatus,FI1_PD0_TP4,10.3,3.8,na,3,se,table
2733_Campbell2008_beetle_abundance, Cleridae,FI1_PD0_TP4,2.3,0.3,na,3,se,table
2733_Campbell2008_beetle_abundance, Colydidae,FI1_PD0_TP4,63,4.5,na,3,se,table
2733_Campbell2008_beetle_abundance, Curculionidae,FI1_PD0_TP4,75.7,17.8,na,3,se,table
2733_Campbell2008_beetle_abundance,H. pales,FI1_PD0_TP4,34,16.7,na,3,se,table
2733_Campbell2008_beetle_abundance,P. picivorus,FI1_PD0_TP4,35.7,7.8,na,3,se,table
2733_Campbell2008_beetle_abundance,  Scolytinae,FI1_PD0_TP4,54,12.1,na,3,se,table
2733_Campbell2008_beetle_abundance,D. terebrans,FI1_PD0_TP4,961.7,37,na,3,se,table
2733_Campbell2008_beetle_abundance,H. tenuis,FI1_PD0_TP4,92.3,12.3,na,3,se,table
2733_Campbell2008_beetle_abundance,H. salebrosus,FI1_PD0_TP4,41,6,na,3,se,table
2733_Campbell2008_beetle_abundance,I. grandicollis,FI1_PD0_TP4,143.3,19,na,3,se,table
2733_Campbell2008_beetle_abundance,X. saxeseni,FI1_PD0_TP4,150.7,62.5,na,3,se,table
2733_Campbell2008_beetle_abundance,Xyleborus sp. 3,FI1_PD0_TP4,97.3,16.5,na,3,se,table
2733_Campbell2008_beetle_abundance,X. crassiusculus,FI1_PD0_TP4,44.7,12.7,na,3,se,table
2733_Campbell2008_beetle_abundance, Elateridae,FI1_PD0_TP4,370.7,46.6,na,3,se,table
2733_Campbell2008_beetle_abundance, Trogositidae,FI1_PD0_TP4,22,2.6,na,3,se,table
2733_Campbell2008_beetle_abundance,T. virescens,FI1_PD0_TP4,18.7,3.3,na,3,se,table
2733_Campbell2008_beetle_abundance, Buprestidae,FI0_PD0_TP4,0.7,0.3,na,3,se,table
2733_Campbell2008_beetle_abundance, Cerambycidae,FI0_PD0_TP4,24.7,4.3,na,3,se,table
2733_Campbell2008_beetle_abundance,A. nodosus,FI0_PD0_TP4,1.3,0.9,na,3,se,table
2733_Campbell2008_beetle_abundance,X. sagittatus,FI0_PD0_TP4,13,4,na,3,se,table
2733_Campbell2008_beetle_abundance, Cleridae,FI0_PD0_TP4,0.7,0.3,na,3,se,table
2733_Campbell2008_beetle_abundance, Colydidae,FI0_PD0_TP4,35,6.8,na,3,se,table
2733_Campbell2008_beetle_abundance, Curculionidae,FI0_PD0_TP4,78.7,17,na,3,se,table
2733_Campbell2008_beetle_abundance,H. pales,FI0_PD0_TP4,44.3,13.9,na,3,se,table
2733_Campbell2008_beetle_abundance,P. picivorus,FI0_PD0_TP4,32.3,4.7,na,3,se,table
2733_Campbell2008_beetle_abundance,  Scolytinae,FI0_PD0_TP4,49.3,13.1,na,3,se,table
2733_Campbell2008_beetle_abundance,D. terebrans,FI0_PD0_TP4,832.3,180.2,na,3,se,table
2733_Campbell2008_beetle_abundance,H. tenuis,FI0_PD0_TP4,44,15.3,na,3,se,table
2733_Campbell2008_beetle_abundance,H. salebrosus,FI0_PD0_TP4,34.7,8.4,na,3,se,table
2733_Campbell2008_beetle_abundance,I. grandicollis,FI0_PD0_TP4,90.7,49.6,na,3,se,table
2733_Campbell2008_beetle_abundance,X. saxeseni,FI0_PD0_TP4,163.7,48.5,na,3,se,table
2733_Campbell2008_beetle_abundance,Xyleborus sp. 3,FI0_PD0_TP4,125.7,17.3,na,3,se,table
2733_Campbell2008_beetle_abundance,X. crassiusculus,FI0_PD0_TP4,10.7,2.9,na,3,se,table
2733_Campbell2008_beetle_abundance, Elateridae,FI0_PD0_TP4,343.7,136,na,3,se,table
2733_Campbell2008_beetle_abundance, Trogositidae,FI0_PD0_TP4,21,2.9,na,3,se,table
2733_Campbell2008_beetle_abundance,T. virescens,FI0_PD0_TP4,19,3.5,na,3,se,table
2743_Campbell2008_beetle_abundance,Anobidea,FI1_PD1_TP1,6,6,na,3,se,table
2743_Campbell2008_beetle_abundance,Anthribidae,FI1_PD1_TP1,3,1.7,na,3,se,table
2743_Campbell2008_beetle_abundance,Bostrichidae,FI1_PD1_TP1,0.3,0.3,na,3,se,table
2743_Campbell2008_beetle_abundance,Cerambycidae,FI1_PD1_TP1,23,7,na,3,se,table
2743_Campbell2008_beetle_abundance,Cyrtophorus verrurosus,FI1_PD1_TP1,6.7,3.8,na,3,se,table
2743_Campbell2008_beetle_abundance,Xylotrechus sagittatus,FI1_PD1_TP1,3.7,1.5,na,3,se,table
2743_Campbell2008_beetle_abundance,Cleridae,FI1_PD1_TP1,5.3,1.8,na,3,se,table
2743_Campbell2008_beetle_abundance,Cucujidae,FI1_PD1_TP1,3.7,0.9,na,3,se,table
2743_Campbell2008_beetle_abundance,Curculionidae,FI1_PD1_TP1,52.7,4.5,na,3,se,table
2743_Campbell2008_beetle_abundance,Hylobius pales,FI1_PD1_TP1,44.3,3.8,na,3,se,table
2743_Campbell2008_beetle_abundance,Elateridae**,FI1_PD1_TP1,149.7,54,na,3,se,table
2743_Campbell2008_beetle_abundance,Histeridae,FI1_PD1_TP1,3.3,0.9,na,3,se,table
2743_Campbell2008_beetle_abundance,Platycerus virescens,FI1_PD1_TP1,3.7,2.3,na,3,se,table
2743_Campbell2008_beetle_abundance,Nitidulidae,FI1_PD1_TP1,9.3,6.4,na,3,se,table
2743_Campbell2008_beetle_abundance,Pityophagus sp.*,FI1_PD1_TP1,9,6,na,3,se,table
2743_Campbell2008_beetle_abundance,Scolytidae,FI1_PD1_TP1,153,58.5,na,3,se,table
2743_Campbell2008_beetle_abundance,Dendroctonus terebrans,FI1_PD1_TP1,7,2.5,na,3,se,table
2743_Campbell2008_beetle_abundance,Dryoxylon onoharaensum **,FI1_PD1_TP1,8.3,2.3,na,3,se,table
2743_Campbell2008_beetle_abundance,Hylastes salebrosus*,FI1_PD1_TP1,50.3,17.3,na,3,se,table
2743_Campbell2008_beetle_abundance,Hylastes tenuis,FI1_PD1_TP1,54.7,34.7,na,3,se,table
2743_Campbell2008_beetle_abundance,Ips grandicollis**,FI1_PD1_TP1,1.7,1.2,na,3,se,table
2743_Campbell2008_beetle_abundance,Xyleborus atvatus,FI1_PD1_TP1,7.3,2.9,na,3,se,table
2743_Campbell2008_beetle_abundance,Xyleborinus saxeseni*,FI1_PD1_TP1,6.7,1.8,na,3,se,table
2743_Campbell2008_beetle_abundance,Xylosandrus crassiusculus,FI1_PD1_TP1,0,0,na,3,se,table
2743_Campbell2008_beetle_abundance,Tenebrionidae,FI1_PD1_TP1,2,1.5,na,3,se,table
2743_Campbell2008_beetle_abundance,Trogositidae*,FI1_PD1_TP1,13,5.5,na,3,se,table
2743_Campbell2008_beetle_abundance,Anobidea,FI0_PD1_TP1,7,4.4,na,3,se,table
2743_Campbell2008_beetle_abundance,Anthribidae,FI0_PD1_TP1,1.7,0.9,na,3,se,table
2743_Campbell2008_beetle_abundance,Bostrichidae,FI0_PD1_TP1,1.3,0.9,na,3,se,table
2743_Campbell2008_beetle_abundance,Cerambycidae,FI0_PD1_TP1,16.3,4.3,na,3,se,table
2743_Campbell2008_beetle_abundance,Cyrtophorus verrurosus,FI0_PD1_TP1,5,1.5,na,3,se,table
2743_Campbell2008_beetle_abundance,Xylotrechus sagittatus,FI0_PD1_TP1,2.7,1.8,na,3,se,table
2743_Campbell2008_beetle_abundance,Cleridae,FI0_PD1_TP1,4,2.1,na,3,se,table
2743_Campbell2008_beetle_abundance,Cucujidae,FI0_PD1_TP1,3.3,1.8,na,3,se,table
2743_Campbell2008_beetle_abundance,Curculionidae,FI0_PD1_TP1,61.3,13.1,na,3,se,table
2743_Campbell2008_beetle_abundance,Hylobius pales,FI0_PD1_TP1,53.3,14.7,na,3,se,table
2743_Campbell2008_beetle_abundance,Elateridae**,FI0_PD1_TP1,52.7,14.9,na,3,se,table
2743_Campbell2008_beetle_abundance,Histeridae,FI0_PD1_TP1,4.3,1.9,na,3,se,table
2743_Campbell2008_beetle_abundance,Platycerus virescens,FI0_PD1_TP1,6.7,2.7,na,3,se,table
2743_Campbell2008_beetle_abundance,Nitidulidae,FI0_PD1_TP1,15,3.1,na,3,se,table
2743_Campbell2008_beetle_abundance,Pityophagus sp.*,FI0_PD1_TP1,15,3.1,na,3,se,table
2743_Campbell2008_beetle_abundance,Scolytidae,FI0_PD1_TP1,241.3,59,na,3,se,table
2743_Campbell2008_beetle_abundance,Dendroctonus terebrans,FI0_PD1_TP1,5.7,2.3,na,3,se,table
2743_Campbell2008_beetle_abundance,Dryoxylon onoharaensum **,FI0_PD1_TP1,41.7,12.3,na,3,se,table
2743_Campbell2008_beetle_abundance,Hylastes salebrosus*,FI0_PD1_TP1,45.7,12.2,na,3,se,table
2743_Campbell2008_beetle_abundance,Hylastes tenuis,FI0_PD1_TP1,50.3,7.6,na,3,se,table
2743_Campbell2008_beetle_abundance,Ips grandicollis**,FI0_PD1_TP1,3,1,na,3,se,table
2743_Campbell2008_beetle_abundance,Xyleborus atvatus,FI0_PD1_TP1,13,1.5,na,3,se,table
2743_Campbell2008_beetle_abundance,Xyleborinus saxeseni*,FI0_PD1_TP1,25.7,7.3,na,3,se,table
2743_Campbell2008_beetle_abundance,Xylosandrus crassiusculus,FI0_PD1_TP1,0,0,na,3,se,table
2743_Campbell2008_beetle_abundance,Tenebrionidae,FI0_PD1_TP1,1,1,na,3,se,table
2743_Campbell2008_beetle_abundance,Trogositidae*,FI0_PD1_TP1,20.7,4.2,na,3,se,table
2743_Campbell2008_beetle_abundance,Anobidea,FI1_PD0_TP1,1.7,1.2,na,3,se,table
2743_Campbell2008_beetle_abundance,Anthribidae,FI1_PD0_TP1,2.7,1.5,na,3,se,table
2743_Campbell2008_beetle_abundance,Bostrichidae,FI1_PD0_TP1,2,1.5,na,3,se,table
2743_Campbell2008_beetle_abundance,Cerambycidae,FI1_PD0_TP1,15,1.5,na,3,se,table
2743_Campbell2008_beetle_abundance,Cyrtophorus verrurosus,FI1_PD0_TP1,2.7,0.7,na,3,se,table
2743_Campbell2008_beetle_abundance,Xylotrechus sagittatus,FI1_PD0_TP1,2.3,0.3,na,3,se,table
2743_Campbell2008_beetle_abundance,Cleridae,FI1_PD0_TP1,2,0.6,na,3,se,table
2743_Campbell2008_beetle_abundance,Cucujidae,FI1_PD0_TP1,2.3,0.9,na,3,se,table
2743_Campbell2008_beetle_abundance,Curculionidae,FI1_PD0_TP1,86.3,22,na,3,se,table
2743_Campbell2008_beetle_abundance,Hylobius pales,FI1_PD0_TP1,79.7,21.2,na,3,se,table
2743_Campbell2008_beetle_abundance,Elateridae**,FI1_PD0_TP1,74,3.2,na,3,se,table
2743_Campbell2008_beetle_abundance,Histeridae,FI1_PD0_TP1,5.7,2.4,na,3,se,table
2743_Campbell2008_beetle_abundance,Platycerus virescens,FI1_PD0_TP1,3,2,na,3,se,table
2743_Campbell2008_beetle_abundance,Nitidulidae,FI1_PD0_TP1,20.7,5.8,na,3,se,table
2743_Campbell2008_beetle_abundance,Pityophagus sp.*,FI1_PD0_TP1,20.7,5.8,na,3,se,table
2743_Campbell2008_beetle_abundance,Scolytidae,FI1_PD0_TP1,168.7,44.3,na,3,se,table
2743_Campbell2008_beetle_abundance,Dendroctonus terebrans,FI1_PD0_TP1,4,0.6,na,3,se,table
2743_Campbell2008_beetle_abundance,Dryoxylon onoharaensum **,FI1_PD0_TP1,12.3,5.5,na,3,se,table
2743_Campbell2008_beetle_abundance,Hylastes salebrosus*,FI1_PD0_TP1,80.7,34.5,na,3,se,table
2743_Campbell2008_beetle_abundance,Hylastes tenuis,FI1_PD0_TP1,39.3,9.8,na,3,se,table
2743_Campbell2008_beetle_abundance,Ips grandicollis**,FI1_PD0_TP1,1.7,0.9,na,3,se,table
2743_Campbell2008_beetle_abundance,Xyleborus atvatus,FI1_PD0_TP1,9.3,2.2,na,3,se,table
2743_Campbell2008_beetle_abundance,Xyleborinus saxeseni*,FI1_PD0_TP1,8.3,3.5,na,3,se,table
2743_Campbell2008_beetle_abundance,Xylosandrus crassiusculus,FI1_PD0_TP1,3,3,na,3,se,table
2743_Campbell2008_beetle_abundance,Tenebrionidae,FI1_PD0_TP1,1,1,na,3,se,table
2743_Campbell2008_beetle_abundance,Trogositidae*,FI1_PD0_TP1,4.7,1.5,na,3,se,table
2743_Campbell2008_beetle_abundance,Anobidea,FI0_PD0_TP1,0.7,1.2,na,3,se,table
2743_Campbell2008_beetle_abundance,Anthribidae,FI0_PD0_TP1,6.3,3.2,na,3,se,table
2743_Campbell2008_beetle_abundance,Bostrichidae,FI0_PD0_TP1,0.3,0.3,na,3,se,table
2743_Campbell2008_beetle_abundance,Cerambycidae,FI0_PD0_TP1,14.3,0.3,na,3,se,table
2743_Campbell2008_beetle_abundance,Cyrtophorus verrurosus,FI0_PD0_TP1,2.7,2.2,na,3,se,table
2743_Campbell2008_beetle_abundance,Xylotrechus sagittatus,FI0_PD0_TP1,2.7,1.3,na,3,se,table
2743_Campbell2008_beetle_abundance,Cleridae,FI0_PD0_TP1,5,1.2,na,3,se,table
2743_Campbell2008_beetle_abundance,Cucujidae,FI0_PD0_TP1,3.3,1.5,na,3,se,table
2743_Campbell2008_beetle_abundance,Curculionidae,FI0_PD0_TP1,52,25.1,na,3,se,table
2743_Campbell2008_beetle_abundance,Hylobius pales,FI0_PD0_TP1,46,25,na,3,se,table
2743_Campbell2008_beetle_abundance,Elateridae**,FI0_PD0_TP1,41.3,2.7,na,3,se,table
2743_Campbell2008_beetle_abundance,Histeridae,FI0_PD0_TP1,3.7,2.7,na,3,se,table
2743_Campbell2008_beetle_abundance,Platycerus virescens,FI0_PD0_TP1,10.3,4.4,na,3,se,table
2743_Campbell2008_beetle_abundance,Nitidulidae,FI0_PD0_TP1,23.3,11.6,na,3,se,table
2743_Campbell2008_beetle_abundance,Pityophagus sp.*,FI0_PD0_TP1,23.3,11.6,na,3,se,table
2743_Campbell2008_beetle_abundance,Scolytidae,FI0_PD0_TP1,192,12.8,na,3,se,table
2743_Campbell2008_beetle_abundance,Dendroctonus terebrans,FI0_PD0_TP1,4.3,2.4,na,3,se,table
2743_Campbell2008_beetle_abundance,Dryoxylon onoharaensum **,FI0_PD0_TP1,32.7,4.9,na,3,se,table
2743_Campbell2008_beetle_abundance,Hylastes salebrosus*,FI0_PD0_TP1,37.7,16.9,na,3,se,table
2743_Campbell2008_beetle_abundance,Hylastes tenuis,FI0_PD0_TP1,53.3,34.7,na,3,se,table
2743_Campbell2008_beetle_abundance,Ips grandicollis**,FI0_PD0_TP1,0.7,0.3,na,3,se,table
2743_Campbell2008_beetle_abundance,Xyleborus atvatus,FI0_PD0_TP1,11.7,2.4,na,3,se,table
2743_Campbell2008_beetle_abundance,Xyleborinus saxeseni*,FI0_PD0_TP1,17.3,4.5,na,3,se,table
2743_Campbell2008_beetle_abundance,Xylosandrus crassiusculus,FI0_PD0_TP1,3.3,2,na,3,se,table
2743_Campbell2008_beetle_abundance,Tenebrionidae,FI0_PD0_TP1,1.7,1.7,na,3,se,table
2743_Campbell2008_beetle_abundance,Trogositidae*,FI0_PD0_TP1,11.7,2.3,na,3,se,table
2743_Campbell2008_beetle_abundance,Cerambycidae,FI1_PD1_TP2,6.3,6.3,na,3,se,table
2743_Campbell2008_beetle_abundance,Xylotrechus sagittatus,FI1_PD1_TP2,26,6.2,na,3,se,table
2743_Campbell2008_beetle_abundance,Cleridae,FI1_PD1_TP2,10.7,8.2,na,3,se,table
2743_Campbell2008_beetle_abundance,Curculionidae,FI1_PD1_TP2,4,0.6,na,3,se,table
2743_Campbell2008_beetle_abundance,Hylobius pales,FI1_PD1_TP2,3.3,0.9,na,3,se,table
2743_Campbell2008_beetle_abundance,Elateridae**,FI1_PD1_TP2,2,1.5,na,3,se,table
2743_Campbell2008_beetle_abundance,Scolytidae**,FI1_PD1_TP2,304.3,45,na,3,se,table
2743_Campbell2008_beetle_abundance,Hylastes salebrosus*,FI1_PD1_TP2,18,3.5,na,3,se,table
2743_Campbell2008_beetle_abundance,Hylastes tenuis,FI1_PD1_TP2,4.3,0.9,na,3,se,table
2743_Campbell2008_beetle_abundance,Ips grandicollis**,FI1_PD1_TP2,2.6,0.9,na,3,se,table
2743_Campbell2008_beetle_abundance,Xyleborinus saxeseni*,FI1_PD1_TP2,75.3,33.4,na,3,se,table
2743_Campbell2008_beetle_abundance,Xylosandrus crassiusculus,FI1_PD1_TP2,74.3,46.5,na,3,se,table
2743_Campbell2008_beetle_abundance,Cerambycidae,FI0_PD1_TP2,20,7.8,na,3,se,table
2743_Campbell2008_beetle_abundance,Xylotrechus sagittatus,FI0_PD1_TP2,18.7,7.3,na,3,se,table
2743_Campbell2008_beetle_abundance,Cleridae,FI0_PD1_TP2,6.7,0.9,na,3,se,table
2743_Campbell2008_beetle_abundance,Curculionidae,FI0_PD1_TP2,8,3.8,na,3,se,table
2743_Campbell2008_beetle_abundance,Hylobius pales,FI0_PD1_TP2,4,2,na,3,se,table
2743_Campbell2008_beetle_abundance,Elateridae**,FI0_PD1_TP2,4.3,0.3,na,3,se,table
2743_Campbell2008_beetle_abundance,Scolytidae**,FI0_PD1_TP2,130.7,13.5,na,3,se,table
2743_Campbell2008_beetle_abundance,Hylastes salebrosus*,FI0_PD1_TP2,41.7,8,na,3,se,table
2743_Campbell2008_beetle_abundance,Hylastes tenuis,FI0_PD1_TP2,14,3.5,na,3,se,table
2743_Campbell2008_beetle_abundance,Ips grandicollis**,FI0_PD1_TP2,0.3,0.3,na,3,se,table
2743_Campbell2008_beetle_abundance,Xyleborinus saxeseni*,FI0_PD1_TP2,20.7,9.6,na,3,se,table
2743_Campbell2008_beetle_abundance,Xylosandrus crassiusculus,FI0_PD1_TP2,12.7,7.8,na,3,se,table
2743_Campbell2008_beetle_abundance,Cerambycidae,FI1_PD0_TP2,15.7,5,na,3,se,table
2743_Campbell2008_beetle_abundance,Xylotrechus sagittatus,FI1_PD0_TP2,14.3,4.4,na,3,se,table
2743_Campbell2008_beetle_abundance,Cleridae,FI1_PD0_TP2,3.3,1.8,na,3,se,table
2743_Campbell2008_beetle_abundance,Curculionidae,FI1_PD0_TP2,4,0.6,na,3,se,table
2743_Campbell2008_beetle_abundance,Hylobius pales,FI1_PD0_TP2,2,0.6,na,3,se,table
2743_Campbell2008_beetle_abundance,Elateridae**,FI1_PD0_TP2,1.3,0.7,na,3,se,table
2743_Campbell2008_beetle_abundance,Scolytidae**,FI1_PD0_TP2,114,29.8,na,3,se,table
2743_Campbell2008_beetle_abundance,Hylastes salebrosus*,FI1_PD0_TP2,22.7,7.3,na,3,se,table
2743_Campbell2008_beetle_abundance,Hylastes tenuis,FI1_PD0_TP2,4,1.5,na,3,se,table
2743_Campbell2008_beetle_abundance,Ips grandicollis**,FI1_PD0_TP2,0,0,na,3,se,table
2743_Campbell2008_beetle_abundance,Xyleborinus saxeseni*,FI1_PD0_TP2,34.7,14.4,na,3,se,table
2743_Campbell2008_beetle_abundance,Xylosandrus crassiusculus,FI1_PD0_TP2,26.7,10.8,na,3,se,table
2743_Campbell2008_beetle_abundance,Cerambycidae,FI0_PD0_TP2,11.7,4.1,na,3,se,table
2743_Campbell2008_beetle_abundance,Xylotrechus sagittatus,FI0_PD0_TP2,10.7,3.4,na,3,se,table
2743_Campbell2008_beetle_abundance,Cleridae,FI0_PD0_TP2,1.7,0.9,na,3,se,table
2743_Campbell2008_beetle_abundance,Curculionidae,FI0_PD0_TP2,4.3,0.9,na,3,se,table
2743_Campbell2008_beetle_abundance,Hylobius pales,FI0_PD0_TP2,3.7,1.2,na,3,se,table
2743_Campbell2008_beetle_abundance,Elateridae**,FI0_PD0_TP2,2.3,0.3,na,3,se,table
2743_Campbell2008_beetle_abundance,Scolytidae**,FI0_PD0_TP2,93,19.3,na,3,se,table
2743_Campbell2008_beetle_abundance,Hylastes salebrosus*,FI0_PD0_TP2,18,3.8,na,3,se,table
2743_Campbell2008_beetle_abundance,Hylastes tenuis,FI0_PD0_TP2,3.3,1.9,na,3,se,table
2743_Campbell2008_beetle_abundance,Ips grandicollis**,FI0_PD0_TP2,0,0,na,3,se,table
2743_Campbell2008_beetle_abundance,Xyleborinus saxeseni*,FI0_PD0_TP2,45.7,29.8,na,3,se,table
2743_Campbell2008_beetle_abundance,Xylosandrus crassiusculus,FI0_PD0_TP2,12.7,3.9,na,3,se,table
2743_Campbell2008_beetle_abundance,Anobidea,FI1_PD1_TP3,6.7,3.7,na,3,se,table
2743_Campbell2008_beetle_abundance,Anthribidae,FI1_PD1_TP3,0,0,na,3,se,table
2743_Campbell2008_beetle_abundance,Cerambycidae,FI1_PD1_TP3,79.7,12.4,na,3,se,table
2743_Campbell2008_beetle_abundance,Clytus ruricola,FI1_PD1_TP3,14.7,2.6,na,3,se,table
2743_Campbell2008_beetle_abundance,Cyrtophorus verrurosus,FI1_PD1_TP3,3.3,1.5,na,3,se,table
2743_Campbell2008_beetle_abundance,Xylotrechus sagittatus*,FI1_PD1_TP3,19.3,2.3,na,3,se,table
2743_Campbell2008_beetle_abundance,Cleridae**,FI1_PD1_TP3,19.7,5,na,3,se,table
2743_Campbell2008_beetle_abundance,Cucujidae,FI1_PD1_TP3,0,0,na,3,se,table
2743_Campbell2008_beetle_abundance,Curculionidae,FI1_PD1_TP3,83.7,19.9,na,3,se,table
2743_Campbell2008_beetle_abundance,Hylobius pales*,FI1_PD1_TP3,62.7,17.6,na,3,se,table
2743_Campbell2008_beetle_abundance,Elateridae**,FI1_PD1_TP3,112,2.5,na,3,se,table
2743_Campbell2008_beetle_abundance,Histeridae,FI1_PD1_TP3,4.7,2.3,na,3,se,table
2743_Campbell2008_beetle_abundance,Platycerus virescens,FI1_PD1_TP3,4.3,1.7,na,3,se,table
2743_Campbell2008_beetle_abundance,Nitidulidae,FI1_PD1_TP3,17.3,2.8,na,3,se,table
2743_Campbell2008_beetle_abundance,Pityophagus sp.*,FI1_PD1_TP3,5.3,0.9,na,3,se,table
2743_Campbell2008_beetle_abundance,Scolytidae,FI1_PD1_TP3,2984,756.8,na,3,se,table
2743_Campbell2008_beetle_abundance,Dendroctonus terebrans,FI1_PD1_TP3,10.7,1.7,na,3,se,table
2743_Campbell2008_beetle_abundance,Dryoxylon onoharaensum *,FI1_PD1_TP3,350,158.1,na,3,se,table
2743_Campbell2008_beetle_abundance,Hylastes salebrosus,FI1_PD1_TP3,53,18.4,na,3,se,table
2743_Campbell2008_beetle_abundance,Hylastes tenuis,FI1_PD1_TP3,110.3,38.7,na,3,se,table
2743_Campbell2008_beetle_abundance,Ips grandicollis**,FI1_PD1_TP3,19.7,2.9,na,3,se,table
2743_Campbell2008_beetle_abundance,Xyleborus atvatus**,FI1_PD1_TP3,48.7,3.7,na,3,se,table
2743_Campbell2008_beetle_abundance,Xyleborinus saxeseni**,FI1_PD1_TP3,1506.3,740.5,na,3,se,table
2743_Campbell2008_beetle_abundance,Xylosandrus crassiusculus,FI1_PD1_TP3,815.3,563.8,na,3,se,table
2743_Campbell2008_beetle_abundance,Tenebrionidae,FI1_PD1_TP3,0.7,0.3,na,3,se,table
2743_Campbell2008_beetle_abundance,Trogositidae,FI1_PD1_TP3,9.3,0.9,na,3,se,table
2743_Campbell2008_beetle_abundance,Anobidea,FI0_PD1_TP3,12.7,5,na,3,se,table
2743_Campbell2008_beetle_abundance,Anthribidae,FI0_PD1_TP3,8,8,na,3,se,table
2743_Campbell2008_beetle_abundance,Cerambycidae,FI0_PD1_TP3,65,7.2,na,3,se,table
2743_Campbell2008_beetle_abundance,Clytus ruricola,FI0_PD1_TP3,20.7,6.4,na,3,se,table
2743_Campbell2008_beetle_abundance,Cyrtophorus verrurosus,FI0_PD1_TP3,2.7,0.9,na,3,se,table
2743_Campbell2008_beetle_abundance,Xylotrechus sagittatus*,FI0_PD1_TP3,15.3,0.9,na,3,se,table
2743_Campbell2008_beetle_abundance,Cleridae**,FI0_PD1_TP3,6,1.5,na,3,se,table
2743_Campbell2008_beetle_abundance,Cucujidae,FI0_PD1_TP3,1.7,1.2,na,3,se,table
2743_Campbell2008_beetle_abundance,Curculionidae,FI0_PD1_TP3,75.3,18.3,na,3,se,table
2743_Campbell2008_beetle_abundance,Hylobius pales*,FI0_PD1_TP3,47.7,8.2,na,3,se,table
