Habitat,Phase,Date,Channel,Treatment,Taxon,Abundance
RUN,low-flow,21/09/2015,5,lf.fs,Baetis.rhodani,3
RUN,low-flow,21/09/2015,5,lf.fs,Chironomini.indet,1
RUN,low-flow,21/09/2015,5,lf.fs,Gammarus.pulex,85
RUN,low-flow,21/09/2015,5,lf.fs,Leuctra.fusca.digitata,3
RUN,low-flow,21/09/2015,5,lf.fs,Leuctra.hippopus,22
RUN,low-flow,21/09/2015,5,lf.fs,Nemoura.sp,2
RUN,low-flow,21/09/2015,5,lf.fs,Oligochaeta.indet,1
RUN,low-flow,21/09/2015,5,lf.fs,Orthocladiinae.indet,2
RUN,low-flow,21/09/2015,5,lf.fs,Prodiamesa.olivacea,3
RUN,low-flow,21/09/2015,5,lf.fs,Tanypodinae.indet,4
RIF,low-flow,21/09/2015,6,lf.np,Baetis.rhodani,5
RIF,low-flow,21/09/2015,6,lf.np,Gammarus.pulex,26
RIF,low-flow,21/09/2015,6,lf.np,Leuctra.fusca.digitata,10
RIF,low-flow,21/09/2015,6,lf.np,Leuctra.hippopus,18
RIF,low-flow,21/09/2015,6,lf.np,Nemoura.sp,5
RIF,low-flow,21/09/2015,6,lf.np,Oligochaeta.indet,1
RIF,low-flow,21/09/2015,6,lf.np,Orthocladiinae.indet,1
RIF,low-flow,21/09/2015,6,lf.np,Tanypodinae.indet,1
RUN,low-flow,21/09/2015,6,lf.np,Asellus.aquaticus,1
RUN,low-flow,21/09/2015,6,lf.np,Chironomini.indet,2
RUN,low-flow,21/09/2015,6,lf.np,Gammarus.pulex,34
RUN,low-flow,21/09/2015,6,lf.np,Leuctra.fusca.digitata,3
RUN,low-flow,21/09/2015,6,lf.np,Nemoura.sp,1
RUN,low-flow,21/09/2015,6,lf.np,Oligochaeta.indet,2
RUN,low-flow,21/09/2015,6,lf.np,Orthocladiinae.indet,12
RUN,low-flow,21/09/2015,6,lf.np,Tanypodinae.indet,4
RIF,low-flow,21/09/2015,7,lf,Asellus.aquaticus,10
RIF,low-flow,21/09/2015,7,lf,Baetis.rhodani,11
RIF,low-flow,21/09/2015,7,lf,Dugesia.gonocephala,2
RIF,low-flow,21/09/2015,7,lf,Elmis.aenea,2
RIF,low-flow,21/09/2015,7,lf,Gammarus.pulex,70
RIF,low-flow,21/09/2015,7,lf,Hydraena.gracilis,2
RIF,low-flow,21/09/2015,7,lf,Leuctra.fusca.digitata,65
RIF,low-flow,21/09/2015,7,lf,Leuctra.hippopus,98
RIF,low-flow,21/09/2015,7,lf,Nemoura.sp,20
RIF,low-flow,21/09/2015,7,lf,Orthocladiinae.indet,4
RIF,low-flow,21/09/2015,7,lf,Rhyacophila.fasciata,1
RIF,low-flow,21/09/2015,7,lf,Tanypodinae.indet,8
RUN,low-flow,21/09/2015,7,lf,Baetis.rhodani,2
RUN,low-flow,21/09/2015,7,lf,Chironomini.indet,2
RUN,low-flow,21/09/2015,7,lf,Gammarus.pulex,312
RUN,low-flow,21/09/2015,7,lf,Hydraena.gracilis,1
RUN,low-flow,21/09/2015,7,lf,Leuctra.fusca.digitata,7
RUN,low-flow,21/09/2015,7,lf,Leuctra.hippopus,8
RUN,low-flow,21/09/2015,7,lf,Nemoura.sp,4
RUN,low-flow,21/09/2015,7,lf,Oligochaeta.indet,1
RUN,low-flow,21/09/2015,7,lf,Orthocladiinae.indet,3
RIF,low-flow,21/09/2015,8,lf.np.fs,Asellus.aquaticus,1
RIF,low-flow,21/09/2015,8,lf.np.fs,Baetis.rhodani,6
RIF,low-flow,21/09/2015,8,lf.np.fs,Chironomini.indet,1
RIF,low-flow,21/09/2015,8,lf.np.fs,Ecclisopteryx.dalecarlica,2
RIF,low-flow,21/09/2015,8,lf.np.fs,Gammarus.pulex,34
RIF,low-flow,21/09/2015,8,lf.np.fs,Leuctra.fusca.digitata,21
RIF,low-flow,21/09/2015,8,lf.np.fs,Leuctra.hippopus,13
RIF,low-flow,21/09/2015,8,lf.np.fs,Oligochaeta.indet,1
RUN,low-flow,21/09/2015,8,lf.np.fs,Chironomini.indet,3
RUN,low-flow,21/09/2015,8,lf.np.fs,Gammarus.pulex,204
RUN,low-flow,21/09/2015,8,lf.np.fs,Leuctra.hippopus,1
RUN,low-flow,21/09/2015,8,lf.np.fs,Oligochaeta.indet,2
RUN,low-flow,21/09/2015,8,lf.np.fs,Orthocladiinae.indet,1
RUN,low-flow,21/09/2015,8,lf.np.fs,Radix.balthica,1
RUN,low-flow,21/09/2015,8,lf.np.fs,Tanypodinae.indet,4
RIF,low-flow,21/09/2015,9,lf.fs,Asellus.aquaticus,1
RIF,low-flow,21/09/2015,9,lf.fs,Baetis.rhodani,3
RIF,low-flow,21/09/2015,9,lf.fs,Gammarus.pulex,66
RIF,low-flow,21/09/2015,9,lf.fs,Leuctra.fusca.digitata,18
RIF,low-flow,21/09/2015,9,lf.fs,Leuctra.hippopus,80
RIF,low-flow,21/09/2015,9,lf.fs,Nemoura.sp,11
RIF,low-flow,21/09/2015,9,lf.fs,Orthocladiinae.indet,1
RIF,low-flow,21/09/2015,9,lf.fs,Sialis.sp,1
RIF,low-flow,21/09/2015,9,lf.fs,Tanypodinae.indet,1
RUN,low-flow,21/09/2015,9,lf.fs,Chironomini.indet,1
RUN,low-flow,21/09/2015,9,lf.fs,Gammarus.pulex,118
RUN,low-flow,21/09/2015,9,lf.fs,Leuctra.hippopus,9
RUN,low-flow,21/09/2015,9,lf.fs,Nemoura.sp,1
RUN,low-flow,21/09/2015,9,lf.fs,Orthocladiinae.indet,3
RUN,low-flow,21/09/2015,9,lf.fs,Silo.pallipes,1
RIF,low-flow,21/09/2015,10,lf.np,Asellus.aquaticus,4
RIF,low-flow,21/09/2015,10,lf.np,Baetis.rhodani,12
RIF,low-flow,21/09/2015,10,lf.np,Dugesia.gonocephala,1
RIF,low-flow,21/09/2015,10,lf.np,Ecclisopteryx.dalecarlica,1
RIF,low-flow,21/09/2015,10,lf.np,Elmis.aenea,1
RIF,low-flow,21/09/2015,10,lf.np,Gammarus.pulex,96
RIF,low-flow,21/09/2015,10,lf.np,Hydracnidia.indet,1
RIF,low-flow,21/09/2015,10,lf.np,Leuctra.fusca.digitata,37
RIF,low-flow,21/09/2015,10,lf.np,Leuctra.hippopus,55
RIF,low-flow,21/09/2015,10,lf.np,Nemoura.sp,8
RIF,low-flow,21/09/2015,10,lf.np,Oligochaeta.indet,6
RIF,low-flow,21/09/2015,10,lf.np,Orthocladiinae.indet,3
RIF,low-flow,21/09/2015,10,lf.np,Paraleptophlebia.submarginata,3
RIF,low-flow,21/09/2015,10,lf.np,Tanypodinae.indet,4
RUN,low-flow,21/09/2015,10,lf.np,Baetis.rhodani,4
RUN,low-flow,21/09/2015,10,lf.np,Chironomini.indet,2
RUN,low-flow,21/09/2015,10,lf.np,Dicranota.sp,1
RUN,low-flow,21/09/2015,10,lf.np,Gammarus.pulex,86
RUN,low-flow,21/09/2015,10,lf.np,Hexatominae.indet,1
RUN,low-flow,21/09/2015,10,lf.np,Hydracnidia.indet,1
RUN,low-flow,21/09/2015,10,lf.np,Leuctra.hippopus,9
RUN,low-flow,21/09/2015,10,lf.np,Nemoura.sp,3
RUN,low-flow,21/09/2015,10,lf.np,Oligochaeta.indet,2
RUN,low-flow,21/09/2015,10,lf.np,Orthocladiinae.indet,20
RUN,low-flow,21/09/2015,10,lf.np,Tanypodinae.indet,1
RIF,low-flow,21/09/2015,11,lf.np.fs,Asellus.aquaticus,3
RIF,low-flow,21/09/2015,11,lf.np.fs,Baetis.rhodani,6
RIF,low-flow,21/09/2015,11,lf.np.fs,Dugesia.gonocephala,2
RIF,low-flow,21/09/2015,11,lf.np.fs,Elmis.aenea,1
RIF,low-flow,21/09/2015,11,lf.np.fs,Gammarus.pulex,175
RIF,low-flow,21/09/2015,11,lf.np.fs,Leuctra.fusca.digitata,54
RIF,low-flow,21/09/2015,11,lf.np.fs,Leuctra.hippopus,72
RIF,low-flow,21/09/2015,11,lf.np.fs,Nemoura.sp,16
RIF,low-flow,21/09/2015,11,lf.np.fs,Orthocladiinae.indet,3
RIF,low-flow,21/09/2015,11,lf.np.fs,Paraleptophlebia.submarginata,3
RUN,low-flow,21/09/2015,11,lf.np.fs,Elmis.aenea,1
RUN,low-flow,21/09/2015,11,lf.np.fs,Gammarus.pulex,205
RUN,low-flow,21/09/2015,11,lf.np.fs,Leuctra.hippopus,11
RUN,low-flow,21/09/2015,11,lf.np.fs,Nemoura.sp,1
RUN,low-flow,21/09/2015,11,lf.np.fs,Oligochaeta.indet,7
RUN,low-flow,21/09/2015,11,lf.np.fs,Tanypodinae.indet,2
RIF,low-flow,21/09/2015,12,lf,Asellus.aquaticus,2
RIF,low-flow,21/09/2015,12,lf,Baetis.rhodani,4
RIF,low-flow,21/09/2015,12,lf,Gammarus.pulex,54
RIF,low-flow,21/09/2015,12,lf,Leuctra.fusca.digitata,29
RIF,low-flow,21/09/2015,12,lf,Leuctra.hippopus,40
RIF,low-flow,21/09/2015,12,lf,Nemoura.sp,3
RIF,low-flow,21/09/2015,12,lf,Oligochaeta.indet,2
RIF,low-flow,21/09/2015,12,lf,Orthocladiinae.indet,2
RIF,low-flow,21/09/2015,12,lf,Paraleptophlebia.submarginata,2
RUN,low-flow,21/09/2015,12,lf,Baetis.rhodani,2
RUN,low-flow,21/09/2015,12,lf,Chironomini.indet,1
RUN,low-flow,21/09/2015,12,lf,Gammarus.pulex,147
RUN,low-flow,21/09/2015,12,lf,Leuctra.hippopus,5
RUN,low-flow,21/09/2015,12,lf,Limnephilidae.indet,1
RUN,low-flow,21/09/2015,12,lf,Nemoura.sp,3
RUN,low-flow,21/09/2015,12,lf,Oligochaeta.indet,1
RUN,low-flow,21/09/2015,12,lf,Radix.balthica,1
lemming,NA,17/08/2016,1,NA,Ancylus.fluviatilis,5
lemming,NA,17/08/2016,1,NA,Baetis.rhodani,115
lemming,NA,17/08/2016,1,NA,Chironomini.indet,18
lemming,NA,17/08/2016,1,NA,Dicranota.sp,11
lemming,NA,17/08/2016,1,NA,Dugesia.gonocephala,1
lemming,NA,17/08/2016,1,NA,Ecclisopteryx.dalecarlica,12
lemming,NA,17/08/2016,1,NA,Elmis.aenea,15
lemming,NA,17/08/2016,1,NA,Serratella.ignita,2
lemming,NA,17/08/2016,1,NA,Gammarus.pulex,400
lemming,NA,17/08/2016,1,NA,Hydracnidia.indet,6
lemming,NA,17/08/2016,1,NA,Leuctra.fusca.digitata,48
lemming,NA,17/08/2016,1,NA,Limnephilidae.indet,8
lemming,NA,17/08/2016,1,NA,Nemoura.sp,2
lemming,NA,17/08/2016,1,NA,Oligochaeta.indet,3
lemming,NA,17/08/2016,1,NA,Oreodytes.sanmarkii,1
lemming,NA,17/08/2016,1,NA,Orthocladiinae.indet,24
lemming,NA,17/08/2016,1,NA,Pisidium.sp,4
lemming,NA,17/08/2016,1,NA,Potamophylax.latipennis,1
lemming,NA,17/08/2016,1,NA,Prodiamesa.olivacea,1
lemming,NA,17/08/2016,1,NA,Radix.balthica,1
lemming,NA,17/08/2016,1,NA,Rhyacophila.nubila,3
lemming,NA,17/08/2016,1,NA,Silo.pallipes,21
lemming,NA,17/08/2016,1,NA,Simuliidae.indet,222
lemming,NA,17/08/2016,2,NA,Ancylus.fluviatilis,9
lemming,NA,17/08/2016,2,NA,Baetis.rhodani,106
lemming,NA,17/08/2016,2,NA,Dicranota.sp,20
lemming,NA,17/08/2016,2,NA,Dugesia.gonocephala,1
lemming,NA,17/08/2016,2,NA,Ecclisopteryx.dalecarlica,30
lemming,NA,17/08/2016,2,NA,Eloeophila.sp,2
lemming,NA,17/08/2016,2,NA,Elmis.aenea,16
lemming,NA,17/08/2016,2,NA,Empididae.indet,3
lemming,NA,17/08/2016,2,NA,Serratella.ignita,1
lemming,NA,17/08/2016,2,NA,Gammarus.pulex,500
lemming,NA,17/08/2016,2,NA,Haliplus.sp,1
lemming,NA,17/08/2016,2,NA,Hydracnidia.indet,5
lemming,NA,17/08/2016,2,NA,Hydraena.gracilis,2
lemming,NA,17/08/2016,2,NA,Leuctra.fusca.digitata,111
lemming,NA,17/08/2016,2,NA,Leuctra.hippopus,1
lemming,NA,17/08/2016,2,NA,Limnephilidae.indet,1
lemming,NA,17/08/2016,2,NA,Nemoura.sp,2
lemming,NA,17/08/2016,2,NA,Oreodytes.sanmarkii,9
lemming,NA,17/08/2016,2,NA,Orthocladiinae.indet,11
lemming,NA,17/08/2016,2,NA,Pisidium.sp,2
lemming,NA,17/08/2016,2,NA,Radix.balthica,1
lemming,NA,17/08/2016,2,NA,Sericostoma.personatum,1
lemming,NA,17/08/2016,2,NA,Silo.sp,38
lemming,NA,17/08/2016,2,NA,Simuliidae.indet,2
lemming,NA,17/08/2016,2,NA,Tubificidae.indet,7
lemming,NA,17/08/2016,3,NA,Ancylus.fluviatilis,2
lemming,NA,17/08/2016,3,NA,Baetis.rhodani,16
lemming,NA,17/08/2016,3,NA,Centroptilum.luteolum,1
lemming,NA,17/08/2016,3,NA,Chironomini.indet,5
lemming,NA,17/08/2016,3,NA,Dicranota.sp,14
lemming,NA,17/08/2016,3,NA,Dugesia.gonocephala,7
lemming,NA,17/08/2016,3,NA,Ecclisopteryx.dalecarlica,17
lemming,NA,17/08/2016,3,NA,Elmis.aenea,33
lemming,NA,17/08/2016,3,NA,Serratella.ignita,2
lemming,NA,17/08/2016,3,NA,Gammarus.pulex,400
lemming,NA,17/08/2016,3,NA,Hydracnidia.indet,8
lemming,NA,17/08/2016,3,NA,Hydraena.gracilis,1
lemming,NA,17/08/2016,3,NA,Leuctra.fusca.digitata,125
lemming,NA,17/08/2016,3,NA,Leuctra.hippopus,7
lemming,NA,17/08/2016,3,NA,Limnephilidae.indet,10
lemming,NA,17/08/2016,3,NA,Nemurella.picteti,2
lemming,NA,17/08/2016,3,NA,Oreodytes.sanmarkii,15
lemming,NA,17/08/2016,3,NA,Orthocladiinae.indet,5
lemming,NA,17/08/2016,3,NA,Perlodes.microcephalus,2
lemming,NA,17/08/2016,3,NA,Pisidium.sp,9
lemming,NA,17/08/2016,3,NA,Potamophylax.latipennis,1
lemming,NA,17/08/2016,3,NA,Ptychoptera.sp,2
lemming,NA,17/08/2016,3,NA,Rhyacophila.fasciata,3
lemming,NA,17/08/2016,3,NA,Sericostoma.personatum,3
lemming,NA,17/08/2016,3,NA,Silo.sp,21
lemming,NA,17/08/2016,3,NA,Simuliidae.indet,5
lemming,NA,17/08/2016,3,NA,Tanypodinae.indet,4
lemming,NA,17/08/2016,3,NA,Tubificidae.indet,23
lemming,NA,14/09/2016,1,NA,Ancylus.fluviatilis,6
lemming,NA,14/09/2016,1,NA,Baetis.rhodani,254
lemming,NA,14/09/2016,1,NA,Dicranota.sp,28
lemming,NA,14/09/2016,1,NA,Dugesia.gonocephala,8
lemming,NA,14/09/2016,1,NA,Dytiscidae.indet,2
lemming,NA,14/09/2016,1,NA,Ecclisopteryx.dalecarlica,4
lemming,NA,14/09/2016,1,NA,Eloeophila.sp,3
lemming,NA,14/09/2016,1,NA,Elmis.aenea,24
lemming,NA,14/09/2016,1,NA,Gammarus.pulex,500
lemming,NA,14/09/2016,1,NA,Glossiphonia.complanata,1
lemming,NA,14/09/2016,1,NA,Hydraena.gracilis,3
lemming,NA,14/09/2016,1,NA,Leuctra.fusca.digitata,14
lemming,NA,14/09/2016,1,NA,Leuctra.hippopus,32
lemming,NA,14/09/2016,1,NA,Limnephilidae.indet,2
lemming,NA,14/09/2016,1,NA,Nemoura.avicularis,1
lemming,NA,14/09/2016,1,NA,Nemoura.sp,6
lemming,NA,14/09/2016,1,NA,Orthocladiinae.indet,20
lemming,NA,14/09/2016,1,NA,Perlodes.microcephalus,1
lemming,NA,14/09/2016,1,NA,Pisidium.sp,2
lemming,NA,14/09/2016,1,NA,Ptychoptera.sp,2
lemming,NA,14/09/2016,1,NA,Radix.balthica,1
lemming,NA,14/09/2016,1,NA,Rhyacophila.fasciata,2
lemming,NA,14/09/2016,1,NA,Rhyacophila.nubila,3
lemming,NA,14/09/2016,1,NA,Rhyacophila.sp,1
lemming,NA,14/09/2016,1,NA,Sericostoma.personatum,3
lemming,NA,14/09/2016,1,NA,Silo.pallipes,33
lemming,NA,14/09/2016,1,NA,Simuliidae.indet,9
lemming,NA,14/09/2016,1,NA,Tubificidae.indet,18
lemming,NA,14/09/2016,2,NA,Ancylus.fluviatilis,5
lemming,NA,14/09/2016,2,NA,Baetis.rhodani,179
lemming,NA,14/09/2016,2,NA,Chironomini.indet,1
lemming,NA,14/09/2016,2,NA,Dicranota.sp,17
lemming,NA,14/09/2016,2,NA,Dugesia.gonocephala,6
lemming,NA,14/09/2016,2,NA,Ecclisopteryx.dalecarlica,5
lemming,NA,14/09/2016,2,NA,Eloeophila.sp,1
lemming,NA,14/09/2016,2,NA,Elmis.aenea,30
lemming,NA,14/09/2016,2,NA,Gammarus.pulex,300
lemming,NA,14/09/2016,2,NA,Hydracnidia.indet,5
lemming,NA,14/09/2016,2,NA,Hydraena.gracilis,4
lemming,NA,14/09/2016,2,NA,Leuctra.fusca.digitata,30
lemming,NA,14/09/2016,2,NA,Leuctra.hippopus,162
lemming,NA,14/09/2016,2,NA,Nemoura.avicularis,1
lemming,NA,14/09/2016,2,NA,Nemoura.sp,1
lemming,NA,14/09/2016,2,NA,Orthocladiinae.indet,22
lemming,NA,14/09/2016,2,NA,Paraleptophlebia.submarginata,3
lemming,NA,14/09/2016,2,NA,Perlodes.microcephalus,4
lemming,NA,14/09/2016,2,NA,Pisidium.sp,1
lemming,NA,14/09/2016,2,NA,Ptychoptera.sp,1
lemming,NA,14/09/2016,2,NA,Rhyacophila.fasciata,2
lemming,NA,14/09/2016,2,NA,Rhyacophila.nubila,2
lemming,NA,14/09/2016,2,NA,Sericostoma.personatum,5
lemming,NA,14/09/2016,2,NA,Sialis.sp,2
lemming,NA,14/09/2016,2,NA,Silo.pallipes,41
lemming,NA,14/09/2016,2,NA,Simuliidae.indet,1
lemming,NA,14/09/2016,2,NA,Tubificidae.indet,11
lemming,NA,14/09/2016,3,NA,Ancylus.fluviatilis,6
lemming,NA,14/09/2016,3,NA,Baetis.rhodani,132
lemming,NA,14/09/2016,3,NA,Chironomini.indet,5
lemming,NA,14/09/2016,3,NA,Dicranota.sp,7
lemming,NA,14/09/2016,3,NA,Dugesia.gonocephala,4
lemming,NA,14/09/2016,3,NA,Dytiscidae.indet,7
lemming,NA,14/09/2016,3,NA,Ecclisopteryx.dalecarlica,8
lemming,NA,14/09/2016,3,NA,Elmis.aenea,32
lemming,NA,14/09/2016,3,NA,Gammarus.pulex,250
lemming,NA,14/09/2016,3,NA,Hydracnidia.indet,2
lemming,NA,14/09/2016,3,NA,Hydraena.gracilis,1
lemming,NA,14/09/2016,3,NA,Leuctra.fusca.digitata,40
lemming,NA,14/09/2016,3,NA,Leuctra.hippopus,21
lemming,NA,14/09/2016,3,NA,Nemoura.avicularis,4
lemming,NA,14/09/2016,3,NA,Nemoura.sp,7
lemming,NA,14/09/2016,3,NA,Oreodytes.sanmarkii,29
lemming,NA,14/09/2016,3,NA,Orthocladiinae.indet,39
lemming,NA,14/09/2016,3,NA,Ostracoda.indet,2
lemming,NA,14/09/2016,3,NA,Perlodes.microcephalus,7
lemming,NA,14/09/2016,3,NA,Pisidium.sp,36
lemming,NA,14/09/2016,3,NA,Potamophylax.latipennis,1
lemming,NA,14/09/2016,3,NA,Prodiamesa.olivacea,2
lemming,NA,14/09/2016,3,NA,Rhyacophila.nubila,3
lemming,NA,14/09/2016,3,NA,Sericostoma.personatum,1
lemming,NA,14/09/2016,3,NA,Sialis.sp,1
lemming,NA,14/09/2016,3,NA,Silo.pallipes,13
lemming,NA,14/09/2016,3,NA,Simuliidae.indet,1
lemming,NA,14/09/2016,3,NA,Tanypodinae.indet,8
lemming,NA,14/09/2016,3,NA,Tubificidae.indet,7
RIF,normal-flow,03/08/2015,1,nf.np,Amphinemura.standfussi,1
RIF,normal-flow,03/08/2015,1,nf.np,Asellus.aquaticus,4
RIF,normal-flow,03/08/2015,1,nf.np,Baetis.rhodani,105
RIF,normal-flow,03/08/2015,1,nf.np,Chironomini.indet,21
RIF,normal-flow,03/08/2015,1,nf.np,Dicranota.sp,1
RIF,normal-flow,03/08/2015,1,nf.np,Elmis.aenea,1
RIF,normal-flow,03/08/2015,1,nf.np,Gammarus.pulex,68
RIF,normal-flow,03/08/2015,1,nf.np,Hydracnidia.indet,1
RIF,normal-flow,03/08/2015,1,nf.np,Leuctra.fusca.digitata,30
RIF,normal-flow,03/08/2015,1,nf.np,Leuctra.hippopus,4
RIF,normal-flow,03/08/2015,1,nf.np,Nemoura.sp,4
RIF,normal-flow,03/08/2015,1,nf.np,Orthocladiinae.indet,7
RIF,normal-flow,03/08/2015,1,nf.np,Simuliidae.indet,6
RUN,normal-flow,03/08/2015,1,nf.np,Amphinemura.standfussi,1
RUN,normal-flow,03/08/2015,1,nf.np,Asellus.aquaticus,1
RUN,normal-flow,03/08/2015,1,nf.np,Baetis.rhodani,100
RUN,normal-flow,03/08/2015,1,nf.np,Chironomini.indet,7
RUN,normal-flow,03/08/2015,1,nf.np,Dicranota.sp,3
RUN,normal-flow,03/08/2015,1,nf.np,Dysticidae.sp.larva,1
RUN,normal-flow,03/08/2015,1,nf.np,Gammarus.pulex,210
RUN,normal-flow,03/08/2015,1,nf.np,Hydracnidia.indet,1
RUN,normal-flow,03/08/2015,1,nf.np,Leuctra.fusca.digitata,5
RUN,normal-flow,03/08/2015,1,nf.np,Oligochaeta.indet,3
RUN,normal-flow,03/08/2015,1,nf.np,Oreodytes.sanmarkii,1
RUN,normal-flow,03/08/2015,1,nf.np,Orthocladiinae.indet,2
RUN,normal-flow,03/08/2015,1,nf.np,Pisidium.sp,1
RUN,normal-flow,03/08/2015,1,nf.np,Prodiamesa.olivacea,1
RUN,normal-flow,03/08/2015,1,nf.np,Silo.pallipes,1
RUN,normal-flow,03/08/2015,1,nf.np,Simuliidae.indet,1
RUN,normal-flow,03/08/2015,1,nf.np,Tanypodinae.indet,1
RUN,normal-flow,03/08/2015,1,nf.np,Tipulidae.sp,1
RIF,normal-flow,03/08/2015,2,nf,Amphinemura.standfussi,4
RIF,normal-flow,03/08/2015,2,nf,Asellus.aquaticus,4
RIF,normal-flow,03/08/2015,2,nf,Baetis.rhodani,78
RIF,normal-flow,03/08/2015,2,nf,Chironomini.indet,18
RIF,normal-flow,03/08/2015,2,nf,Dugesia.gonocephala,1
RIF,normal-flow,03/08/2015,2,nf,Gammarus.pulex,58
RIF,normal-flow,03/08/2015,2,nf,Hydracnidia.indet,1
RIF,normal-flow,03/08/2015,2,nf,Leuctra.fusca.digitata,34
RIF,normal-flow,03/08/2015,2,nf,Leuctra.hippopus,6
RIF,normal-flow,03/08/2015,2,nf,Nemoura.sp,6
RUN,normal-flow,03/08/2015,2,nf,Baetis.rhodani,22
RUN,normal-flow,03/08/2015,2,nf,Chironomini.indet,1
RUN,normal-flow,03/08/2015,2,nf,Dicranota.sp,2
RUN,normal-flow,03/08/2015,2,nf,Empididae.indet,1
RUN,normal-flow,03/08/2015,2,nf,Gammarus.pulex,178
RUN,normal-flow,03/08/2015,2,nf,Hydracnidia.indet,2
RUN,normal-flow,03/08/2015,2,nf,Leuctra.hippopus,2
RUN,normal-flow,03/08/2015,2,nf,Oligochaeta.indet,1
RUN,normal-flow,03/08/2015,2,nf,Tanypodinae.indet,5
RIF,normal-flow,03/08/2015,3,nf.np,Amphinemura.standfussi,7
RIF,normal-flow,03/08/2015,3,nf.np,Asellus.aquaticus,1
RIF,normal-flow,03/08/2015,3,nf.np,Baetis.rhodani,115
RIF,normal-flow,03/08/2015,3,nf.np,Chironomini.indet,38
RIF,normal-flow,03/08/2015,3,nf.np,Gammarus.pulex,41
RIF,normal-flow,03/08/2015,3,nf.np,Hydracnidia.indet,2
RIF,normal-flow,03/08/2015,3,nf.np,Hydraena.gracilis,2
RIF,normal-flow,03/08/2015,3,nf.np,Hydropsyche.sp,1
RIF,normal-flow,03/08/2015,3,nf.np,Leuctra.fusca.digitata,15
RIF,normal-flow,03/08/2015,3,nf.np,Leuctra.hippopus,4
RIF,normal-flow,03/08/2015,3,nf.np,Nemoura.sp,1
RIF,normal-flow,03/08/2015,3,nf.np,Oligochaeta.indet,2
RIF,normal-flow,03/08/2015,3,nf.np,Orthocladiinae.indet,5
RIF,normal-flow,03/08/2015,3,nf.np,Rhyacophila.fasciata,1
RUN,normal-flow,03/08/2015,3,nf.np,Baetis.rhodani,37
RUN,normal-flow,03/08/2015,3,nf.np,Chironomini.indet,3
RUN,normal-flow,03/08/2015,3,nf.np,Dicranota.sp,1
RUN,normal-flow,03/08/2015,3,nf.np,Gammarus.pulex,200
RUN,normal-flow,03/08/2015,3,nf.np,Leuctra.hippopus,2
RUN,normal-flow,03/08/2015,3,nf.np,Oreodytes.sanmarkii,1
RUN,normal-flow,03/08/2015,3,nf.np,Orthocladiinae.indet,3
RUN,normal-flow,03/08/2015,3,nf.np,Pisidium.sp,1
RUN,normal-flow,03/08/2015,3,nf.np,Tanypodinae.indet,5
RIF,normal-flow,03/08/2015,4,nf,Amphinemura.standfussi,2
RIF,normal-flow,03/08/2015,4,nf,Baetis.rhodani,10
RIF,normal-flow,03/08/2015,4,nf,Chironomini.indet,13
RIF,normal-flow,03/08/2015,4,nf,Gammarus.pulex,13
RIF,normal-flow,03/08/2015,4,nf,Leuctra.fusca.digitata,3
RIF,normal-flow,03/08/2015,4,nf,Tipulidae.sp,1
RUN,normal-flow,03/08/2015,4,nf,Baetis.rhodani,11
RUN,normal-flow,03/08/2015,4,nf,Chironomini.indet,3
RUN,normal-flow,03/08/2015,4,nf,Gammarus.pulex,121
RUN,normal-flow,03/08/2015,4,nf,Oreodytes.sanmarkii,1
RIF,normal-flow,03/08/2015,5,nf,Amphinemura.standfussi,1
RIF,normal-flow,03/08/2015,5,nf,Baetis.rhodani,34
RIF,normal-flow,03/08/2015,5,nf,Chironomini.indet,30
RIF,normal-flow,03/08/2015,5,nf,Gammarus.pulex,11
RIF,normal-flow,03/08/2015,5,nf,Orthocladiinae.indet,2
RUN,normal-flow,03/08/2015,5,nf,Baetis.rhodani,53
RUN,normal-flow,03/08/2015,5,nf,Chironomini.indet,5
RUN,normal-flow,03/08/2015,5,nf,Dicranota.sp,6
RUN,normal-flow,03/08/2015,5,nf,Gammarus.pulex,294
RUN,normal-flow,03/08/2015,5,nf,Leuctra.hippopus,2
RUN,normal-flow,03/08/2015,5,nf,Nemoura.sp,1
RUN,normal-flow,03/08/2015,5,nf,Oligochaeta.indet,2
RUN,normal-flow,03/08/2015,5,nf,Oreodytes.sanmarkii,2
RUN,normal-flow,03/08/2015,5,nf,Orthocladiinae.indet,1
RUN,normal-flow,03/08/2015,5,nf,Pisidium.sp,3
RUN,normal-flow,03/08/2015,5,nf,Prodiamesa.olivacea,3
RUN,normal-flow,03/08/2015,5,nf,Tanypodinae.indet,5
RIF,normal-flow,03/08/2015,6,nf.np,Amphinemura.standfussi,3
RIF,normal-flow,03/08/2015,6,nf.np,Asellus.aquaticus,2
RIF,normal-flow,03/08/2015,6,nf.np,Baetis.rhodani,99
RIF,normal-flow,03/08/2015,6,nf.np,Chironomini.indet,41
RIF,normal-flow,03/08/2015,6,nf.np,Elmis.aenea,1
RIF,normal-flow,03/08/2015,6,nf.np,Serratella.ignita,2
RIF,normal-flow,03/08/2015,6,nf.np,Gammarus.pulex,48
RIF,normal-flow,03/08/2015,6,nf.np,Hydracnidia.indet,1
RIF,normal-flow,03/08/2015,6,nf.np,Hydraena.gracilis,1
RIF,normal-flow,03/08/2015,6,nf.np,Leuctra.fusca.digitata,21
